FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,voie_generale,voie_technologique,voie_professionnelle,telephone,fax,web,mail,restauration,hebergement,ulis,apprentissage,segpa,section_arts,section_cinema,section_theatre,section_sport,section_internationale,section_europeenne,lycee_agricole,lycee_militaire,lycee_des_metiers,post_bac,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,etablissement_mere,type_rattachement_etablissement_mere,zone_animation_pedagogique,code_zone_animation_pedagogique,datemaj,gid,the_geom
edu_education.lycee.5163,0691875N,Peyrefitte esthétique,LYCEE PROFESSIONNEL,320,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,21-24 quai Tilsitt ,69382,69002,Lyon 2e Arrondissement,false,false,true,+33478373595,+33478424112,https://peyrefitte-esthetique.com/,info@peyrefitte.com,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,39445174400038,123,"{""2019-2020"": 85, ""2020-2021"": 99, ""2021-2022"": 125, ""2022-2023"": 133, ""2023-2024"": 151, ""2024-2025"": 123}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13671,Numéro de rue,1970-10-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692693C,,,,,2025-10-07,5163,POINT (4.826392332198185 45.75590795368299)
edu_education.lycee.5175,0692165D,Lycée Élie Vignal,COLLEGE SPECIALISE,352,Public,SANS OBJET,99,18 rue de Margnolles ,69034,69300,Caluire-et-Cuire,true,true,false,+33478297240,+33478297249,https://elie-vignal.ent.auvergnerhonealpes.fr/,ce.0692165D@ac-lyon.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,19692165400014,103,"{""2019-2020"": 90, ""2020-2021"": 80, ""2021-2022"": 83, ""2022-2023"": 97, ""2023-2024"": 106, ""2024-2025"": 103}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8480,Numéro de rue,1971-02-16,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0691728D,,,,,2025-10-07,5175,POINT (4.83536240798309 45.784119189374536)
edu_education.lycee.5366,0694605F,Section d'enseignement professionnel du Lycée polyvalent  Colonel Arnaud Beltrame,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,10 E rue Jean Jaurès 69330 MEYZIEU,69282,69330,Meyzieu,,,,+33472980660,,,ce.0694605F@ac-lyon.fr,true,false,false,,false,,,,,,,,,false,,false,20010038600016,,,,Numéro de rue,2024-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0694543N,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5366,POINT (5.013142617950973 45.77013296071417)
edu_education.lycee.5197,0692418D,Lycée professionnel Marc Seguin,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,20 boulevard Marcel Sembat ,69259,69694,Vénissieux,false,false,true,+33478785000,+33478785001,https://sembat-seguin.ent.auvergnerhonealpes.fr/,ce.0692418D@ac-lyon.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,19692418700012,289,"{""2019-2020"": 256, ""2020-2021"": 271, ""2021-2022"": 287, ""2022-2023"": 303, ""2023-2024"": 279, ""2024-2025"": 289}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1531,Numéro de rue,1973-02-27,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691480J,,,,,2025-10-07,5197,POINT (4.882702509812829 45.71648783527622)
edu_education.lycee.5207,0692516K,Section d'enseignement professionnel du Lycée polyvalent François Rabelais,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,Chemin DU DODIN BP 24 69571 DARDILLY CEDEX,69072,69571,Dardilly,,,,+33478668888,,,ce.0692516K@ac-lyon.fr,true,true,false,,false,,,,,,,,,false,,false,,,,,Rue,1975-04-24,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0693504J,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5207,POINT (4.761710242327352 45.81817277980965)
edu_education.lycee.5208,0692517L,Lycée polyvalent Camus-Sermenaz,LYCEE POLYVALENT,306,Public,SANS OBJET,99,2179 avenue de l'Europe ,69286,69140,Rillieux-la-Pape,true,true,true,+33472018820,,https://camus-sermenaz-rillieux.ent.auvergnerhonealpes.fr/,ce.0692517L@ac-lyon.fr,true,true,false,true,false,true,false,false,true,false,true,false,false,false,true,true,19692517600014,1184,"{""2019-2020"": 803, ""2020-2021"": 1191, ""2021-2022"": 1174, ""2022-2023"": 1192, ""2023-2024"": 1195, ""2024-2025"": 1184}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14825,Numéro de rue,1975-09-22,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692159X,,,,,2025-10-07,5208,POINT (4.909636247775357 45.819904915077316)
edu_education.lycee.5209,0692518M,Section d'enseignement professionnel du Lycée polyvalent Camus-Sermenaz,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,2179 avenue de l'Europe 69140 RILLIEUX LA PAPE,69286,69140,Rillieux-la-Pape,,,,+33472018832,,,ce.0692518M@ac-lyon.fr,true,true,true,,false,,,,,,,,,false,,false,19692517600014,321,"{""2019-2020"": 321}",,Numéro de rue,1975-09-22,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692159X,0692517L,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5209,POINT (4.909636247775357 45.819904915077316)
edu_education.lycee.5386,0694325B,Eden School Lyon,ECOLE PROFESSIONNELLE SPECIALISEE,332,Privé,HORS CONTRAT,10,31 place Jules Grandclément ,69266,69100,Villeurbanne,false,false,false,+33981786885,,https://www.edenschool.fr/,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,82842347500031,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17023,Numéro de rue,2017-10-06,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5386,POINT (4.873837868852141 45.76642944540066)
edu_education.lycee.5219,0692681P,Lycée horticole et paysager Lyon Pressin Don Bosco,LYCEE PROFESSIONNEL,320,Privé,SOUS CONTRAT ETABLISSEMENT AGRICOLE,60,81 chemin de Beaunant ,69204,69230,Saint-Genis-Laval,false,false,true,+33478567380,+33478567381,http://www.lyceehorticole.com,st-genis-laval@cneap.fr,true,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,33509397700015,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2640,Numéro de rue,1920-10-19,OUVERT,AGRICULTURE,false,,,,,,2025-10-07,5219,POINT (4.778961436331569 45.70896416250624)
edu_education.lycee.5220,0692682R,Lycée Jean Monnet,LYCEE PROFESSIONNEL,320,Privé,SOUS CONTRAT ETABLISSEMENT AGRICOLE,60,304 boulevard de la Bardière ,69238,69590,Saint-Symphorien-sur-Coise,false,false,true,+33478484224,+33478443327,https://lyceejeanmonnet.cneap.fr,st-symphorien@cneap.fr,true,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,33509392800018,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2357,Numéro de rue,1977-09-06,OUVERT,AGRICULTURE,false,,,,,,2025-10-07,5220,POINT (4.461010997108385 45.62956373222764)
edu_education.lycee.5232,0692717D,Lycée polyvalent Jacques Brel,LYCEE POLYVALENT,306,Public,SANS OBJET,99,2 rue Albert Jacquard ,69259,69200,Vénissieux,true,true,true,+33472503160,+33472901198,https://lyc-jacques-brel.ent.auvergnerhonealpes.fr/,ce.0692717D@ac-lyon.fr,true,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,19692717200029,985,"{""2019-2020"": 977, ""2020-2021"": 950, ""2021-2022"": 958, ""2022-2023"": 997, ""2023-2024"": 979, ""2024-2025"": 985}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12868,Numéro de rue,1977-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691730F,,,,,2025-10-07,5232,POINT (4.8806795919347365 45.694775921721615)
edu_education.lycee.5234,0692800U,Lycée polyvalent Charlie Chaplin,LYCEE POLYVALENT,306,Public,SANS OBJET,99,373 avenue Jean Jaurès CS 50701 ,69275,69153,Décines-Charpieu,true,true,true,+33472056390,+33472056391,https://charlie-chaplin.ent.auvergnerhonealpes.fr/,ce.0692800U@ac-lyon.fr,true,true,false,true,false,false,true,true,true,false,true,false,false,false,true,true,19692800600010,1352,"{""2019-2020"": 1651, ""2020-2021"": 1661, ""2021-2022"": 1651, ""2022-2023"": 1687, ""2023-2024"": 1511, ""2024-2025"": 1352}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8581,Numéro de rue,1978-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692157V,,,,,2025-10-07,5234,POINT (4.97569640166434 45.77263437420881)
edu_education.lycee.5237,0692866R,Lycée La Martinière Monplaisir,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,41 rue Antoine Lumière ,69388,69372,Lyon 8e Arrondissement,true,true,false,+33478783100,+33478779769,https://martiniere-monplaisir.ent.auvergnerhonealpes.fr/,ce.0692866r@ac-lyon.fr,true,true,false,true,false,false,false,false,false,false,true,false,false,false,true,true,19692866700019,918,"{""2019-2020"": 1064, ""2020-2021"": 1112, ""2021-2022"": 1074, ""2022-2023"": 1043, ""2023-2024"": 977, ""2024-2025"": 918}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14044,Numéro de rue,1979-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,,,2025-10-07,5237,POINT (4.867789437654129 45.74013626901012)
edu_education.lycee.5261,0692968B,Lycée professionnel André Cuzin,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,42 chemin de Crépieux ,69034,69300,Caluire-et-Cuire,false,false,true,+33472274994,+33478088039,https://andre-cuzin.ent.auvergnerhonealpes.fr/,ce.0692968B@ac-lyon.fr,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,19692968100019,403,"{""2019-2020"": 313, ""2020-2021"": 354, ""2021-2022"": 346, ""2022-2023"": 379, ""2023-2024"": 374, ""2024-2025"": 403}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2024,Numéro de rue,1981-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691728D,,,,,2025-10-07,5261,POINT (4.856604301451287 45.800999216336436)
edu_education.lycee.5262,0693044J,Lycée Jean-Paul Sartre,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,93 avenue François Mitterrand ,69029,69675,Bron,true,true,false,+33472146060,+33472374985,https://jean-paul-sartre.ent.auvergnerhonealpes.fr/,ce.0693044J@ac-lyon.fr,true,false,false,true,false,true,false,true,true,false,true,false,false,false,true,true,19693044000017,1426,"{""2019-2020"": 1633, ""2020-2021"": 1576, ""2021-2022"": 1559, ""2022-2023"": 1572, ""2023-2024"": 1465, ""2024-2025"": 1426}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16859,Numéro de rue,1982-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691479H,,,,,2025-10-07,5262,POINT (4.920177446026666 45.73722413510662)
edu_education.lycee.5357,0694488D,Ecole technique privée La Fabrique - Académie de Mécanique,LYCEE PROFESSIONNEL,320,Privé,HORS CONTRAT,10,847 route DE FRANS 69400 VILLEFRANCHE SUR SAONE,69264,69400,Villefranche-sur-Saône,,,,+33786533222,,,contact@lafabrique-academie.fr,true,false,false,,false,,,,,,,,,false,,false,89302806800011,,,,Numéro de rue,2021-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5357,POINT (4.732349281177441 45.9849204759172)
edu_education.lycee.5263,0693045K,Lycée professionnel les Canuts,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,2 rue Ho-Chi-Minh ,69256,69120,Vaulx-en-Velin,false,false,true,+33437452000,+33437452019,https://canuts.ent.auvergnerhonealpes.fr/,ce.0693045K@ac-lyon.fr,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,19693045700011,413,"{""2019-2020"": 389, ""2020-2021"": 427, ""2021-2022"": 438, ""2022-2023"": 434, ""2023-2024"": 404, ""2024-2025"": 413}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16395,Numéro de rue,1982-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690249W,,,,,2025-10-07,5263,POINT (4.921146595554634 45.77943682089088)
edu_education.lycee.5269,0693095P,Lycée professionnel François Cevert,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,104 chemin de la Sauvegarde BP 178 ,69081,69132,Écully,false,false,true,+33478664777,+33478664778,https://francois-cevert.ent.auvergnerhonealpes.fr/,ce.0693095P@ac-lyon.fr,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,19693095200011,583,"{""2019-2020"": 496, ""2020-2021"": 522, ""2021-2022"": 471, ""2022-2023"": 525, ""2023-2024"": 551, ""2024-2025"": 583}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1973,Numéro de rue,1983-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691481K,,,,,2025-10-07,5269,POINT (4.788026856753198 45.78358574046549)
edu_education.lycee.5268,0693094N,Lycée professionnel Fernand Forest,LYCEE PROFESSIONNEL,320,Public,SANS OBJET,99,9 impasse Jacques Brel ,69290,69800,Saint-Priest,false,false,true,+33478215405,+33472235339,https://fernand-forest.ent.auvergnerhonealpes.fr/,ce.0693094N@ac-lyon.fr,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,19693094500015,361,"{""2019-2020"": 334, ""2020-2021"": 341, ""2021-2022"": 331, ""2022-2023"": 337, ""2023-2024"": 355, ""2024-2025"": 361}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7680,Numéro de rue,1983-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691497C,,,,,2025-10-07,5268,POINT (4.948453608274266 45.68680986727376)
edu_education.lycee.5271,0693134G,Ecole professionnelle privée Atelier d'Apprentissage de Gorge de Loup,LYCEE PROFESSIONNEL,320,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,105  AVENUE SIDOINE APOLLINAIRE 69009 LYON,69389,69009,Lyon 9e Arrondissement,,,,+33478837285,,,gorge.de.loup@wanadoo.fr,false,false,false,,false,,,,,,,,,false,,false,33511996200017,34,"{""2019-2020"": 42, ""2020-2021"": 42, ""2021-2022"": 34}",,Numéro de rue,1981-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5271,POINT (4.7976971444584136 45.76731276063197)
edu_education.lycee.5273,0693200D,Section d'enseignement professionnel du Lycée polyvalent Aragon-Picasso,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,12 chemin DE LA COTE A CAILLOUX 69700 GIVORS,69091,69700,Givors,,,,+33472492100,,,ce.0693200D@ac-lyon.fr,true,false,true,,false,,,,,,,,,false,,false,19693200800010,,,,Numéro de rue,1985-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0693330V,ANNEXE GEOGRAPHIQUE,,,2025-10-07,5273,POINT (4.76035926177761 45.60134003688475)
edu_education.lycee.5275,0693267B,Lycée Notre-Dame de Bel Air,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,5 avenue des Belges ,69243,69170,Tarare,true,true,false,+33474050249,+33474635154,https://www.ndba.fr/,lycee@ndba.fr,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,35371825700010,533,"{""2019-2020"": 509, ""2020-2021"": 526, ""2021-2022"": 515, ""2022-2023"": 499, ""2023-2024"": 527, ""2024-2025"": 533}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11596,Numéro de rue,1986-06-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690618X,,,,,2025-10-07,5275,POINT (4.438703202925955 45.89082969906824)
edu_education.lycee.5283,0693368L,Ecole professionnelle privée Académie d'Art Dentaire Lyon,LYCEE PROFESSIONNEL,320,Privé,HORS CONTRAT,10,181 avenue Jean Jaurès BP 7086 69365 LYON CEDEX 07,69387,69365,Lyon 7e Arrondissement,,,,+33478693959,,,administration.lyon@groupeipso.fr,false,false,false,,false,,,,,,,,,false,,false,38918577800039,,,,Numéro de rue,1988-06-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,,,2025-10-07,5283,POINT (4.836840805564323 45.7364373923854)
edu_education.lycee.5279,0693330V,Lycée polyvalent Aragon-Picasso,LYCEE POLYVALENT,306,Public,SANS OBJET,99,12 chemin de la Côte à Cailloux ,69091,69700,Givors,true,true,true,+33472492110,+33472492114,https://aragon-picasso.ent.auvergnerhonealpes.fr/,ce.0693330V@ac-lyon.fr,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,19693330300014,1390,"{""2019-2020"": 1448, ""2020-2021"": 1526, ""2021-2022"": 1483, ""2022-2023"": 1458, ""2023-2024"": 1390, ""2024-2025"": 1390}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13265,Numéro de rue,1988-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691483M,,,,,2025-10-07,5279,POINT (4.76035926177761 45.60134003688475)
edu_education.lycee.5281,0693332X,Lycée professionnel hôtelier la Vidaude,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,Chemin de la Vidaude ,69204,69230,Saint-Genis-Laval,false,false,false,+33478568619,+33478561620,,lph.lavidaude@wanadoo.fr,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,77564829800153,34,"{""2019-2020"": 31, ""2020-2021"": 27, ""2021-2022"": 23, ""2022-2023"": 26, ""2023-2024"": 30, ""2024-2025"": 34}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6058,Rue,1987-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0693287Y,,,,,2025-10-07,5281,POINT (4.779588745705091 45.69201903446252)
edu_education.lycee.5284,0693370N,Lycée professionnel Aux Lazaristes - La Salle,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 rue Neyret ,69381,69283,Lyon 1er Arrondissement,false,false,false,+33472101030,,https://www.auxlazaristeslasalle.fr/,neyret@lasalle-69.com,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,30461408400057,15,"{""2019-2020"": 15, ""2020-2021"": 7, ""2021-2022"": 15, ""2022-2023"": 11, ""2023-2024"": 12, ""2024-2025"": 15}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19558,Numéro de rue,1988-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,,2025-10-07,5284,POINT (4.830230362921921 45.77167247356671)
edu_education.lycee.5285,0693371P,Lycée professionnel Don Bosco,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,12 montée Saint-Laurent ,69385,69322,Lyon 5e Arrondissement,false,false,true,+33472411454,+33472411455,https://www.donboscolyon.org,lycee@donboscolyon.org,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,77988345300010,264,"{""2019-2020"": 307, ""2020-2021"": 295, ""2021-2022"": 282, ""2022-2023"": 271, ""2023-2024"": 266, ""2024-2025"": 264}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17971,Numéro de rue,1952-09-08,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,,2025-10-07,5285,POINT (4.819326031127019 45.751858101062915)
edu_education.lycee.5286,0693373S,Lycée professionnel privé Carrel,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,119 rue Boileau ,69386,69006,Lyon 6e Arrondissement,false,false,true,+33472715646,+33478720938,https://www.carrel.fr/,carrel@carrel.fr,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,75405326200020,385,"{""2019-2020"": 371, ""2020-2021"": 364, ""2021-2022"": 354, ""2022-2023"": 358, ""2023-2024"": 361, ""2024-2025"": 385}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4099,Numéro de rue,1951-11-19,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691663H,,,,,2025-10-07,5286,POINT (4.849633864919563 45.766219115761935)
edu_education.lycee.5287,0693374T,Lycée professionnel La Mache,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,75 boulevard Jean XXIII ,69388,69373,Lyon 8e Arrondissement,false,false,true,+33472785555,+33478004080,http://www.ecolelamache.org,lycee@lamache.org,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,50215377800019,492,"{""2019-2020"": 498, ""2020-2021"": 503, ""2021-2022"": 485, ""2022-2023"": 489, ""2023-2024"": 479, ""2024-2025"": 492}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16110,Numéro de rue,1936-08-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,,2025-10-07,5287,POINT (4.870617453961706 45.73714846838786)
edu_education.lycee.5288,0693375U,Lycée professionnel Notre-Dame,LYCEE PROFESSIONNEL,320,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,72 rue des Jardiniers BP 213 ,69264,69657,Villefranche-sur-Saône,false,false,true,+33474654847,+33474682563,https://www.csnd.fr,lycee@csnd.fr,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,77976658300016,439,"{""2019-2020"": 456, ""2020-2021"": 442, ""2021-2022"": 449, ""2022-2023"": 403, ""2023-2024"": 413, ""2024-2025"": 439}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13088,Numéro de rue,1988-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692944A,,,,,2025-10-07,5288,POINT (4.72068099561914 45.988526443466725)
edu_education.lycee.5291,0693406C,Lycée professionnel ORT,LYCEE PROFESSIONNEL,320,Privé,CONTRAT ASSOCIATION PARTIE DES CLASSES,31,133 rue Marius Berliet ,69388,69373,Lyon 8e Arrondissement,false,false,true,+33472780909,+33478002847,https://ort-france.fr/lyon,lyon@ort.asso.fr,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,77568810400063,116,"{""2019-2020"": 158, ""2020-2021"": 136, ""2021-2022"": 123, ""2022-2023"": 120, ""2023-2024"": 115, ""2024-2025"": 116}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8214,Numéro de rue,1946-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0694295U,,,,,2025-10-07,5291,POINT (4.867663604414776 45.73812520090057)
edu_education.lycee.5292,0693446W,Cité scolaire internationale,LYCEE D ENSEIGNEMENT GENERAL,302,Public,SANS OBJET,99,2 place de Montréal ,69387,69361,Lyon 7e Arrondissement,true,false,false,+33478696006,+33478696036,https://www.csilyon.fr/,ce.0693446W@ac-lyon.fr,true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,19693446700016,859,"{""2019-2020"": 822, ""2020-2021"": 821, ""2021-2022"": 842, ""2022-2023"": 832, ""2023-2024"": 841, ""2024-2025"": 859}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6826,Numéro de rue,1992-06-04,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692578C,,,,,2025-10-07,5292,POINT (4.821920579586814 45.72830363050331)
edu_education.lycee.5293,0693478F,Lycée Condorcet,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,29 rue Edmond Rostand BP 261 ,69290,69802,Saint-Priest,true,true,false,+33472231515,+33472231500,https://condorcet.ent.auvergnerhonealpes.fr/,ce.0693478F@ac-lyon.fr,true,false,false,true,false,false,false,true,true,false,true,false,false,false,true,true,19693478000012,1425,"{""2019-2020"": 1323, ""2020-2021"": 1410, ""2021-2022"": 1382, ""2022-2023"": 1434, ""2023-2024"": 1399, ""2024-2025"": 1425}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15170,Numéro de rue,1993-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691497C,,,,,2025-10-07,5293,POINT (4.941858251293537 45.69417665608742)
edu_education.lycee.5296,0693487R,Section d'enseignement professionnel du Lycée polyvalent Hector Guimard,SECTION D ENSEIGNEMENT PROFESSIONNEL,334,Public,SANS OBJET,99,23 rue CLAUDE VEYRON 69365 LYON CEDEX 07,69387,69365,Lyon 7e Arrondissement,,,,+33472715000,,,ce.0693487R@ac-lyon.fr,true,true,true,,false,,,,,,,,,false,,false,19690040100015,,,,Numéro de rue,1991-08-25,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,0690040U,FILIERE OU DEPARTEMENT OU SECTION,,,2025-10-07,5296,POINT (4.857929994808795 45.74567026209121)
edu_education.lycee.5298,0693504J,Lycée polyvalent François Rabelais,LYCEE POLYVALENT,306,Public,SANS OBJET,99,Chemin du Dodin BP 24 ,69072,69571,Dardilly,false,true,true,+33478668888,+33478668889,https://www.lyceecfarabelais-lyondardilly.fr/,ce.0693504j@ac-lyon.fr,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,19692516800011,622,"{""2019-2020"": 573, ""2020-2021"": 581, ""2021-2022"": 585, ""2022-2023"": 566, ""2023-2024"": 601, ""2024-2025"": 622}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17515,Rue,1992-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692414Z,,,,,2025-10-07,5298,POINT (4.761710242327352 45.81817277980965)
edu_education.lycee.5299,0693518Z,Lycée Blaise Pascal,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,300,Public,SANS OBJET,99,2 avenue Bergeron ,69044,69260,Charbonnières-les-Bains,true,true,false,+33472381570,+33472381579,https://blaise-pascal.ent.auvergnerhonealpes.fr/,ce.0693518Z@ac-lyon.fr,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,19693518300018,1407,"{""2019-2020"": 1405, ""2020-2021"": 1388, ""2021-2022"": 1381, ""2022-2023"": 1416, ""2023-2024"": 1393, ""2024-2025"": 1407}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13918,Rue,1994-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692163B,,,,,2025-10-07,5299,POINT (4.742564126043531 45.77821988232572)
edu_education.lycee.5301,0693566B,Lycée polyvalent François Mansart,LYCEE POLYVALENT,306,Public,SANS OBJET,99,7 rue Jacquard BP 70 ,69248,69240,Thizy-les-Bourgs,true,true,true,+33474640526,+33474643644,https://francois-mansart.ent.auvergnerhonealpes.fr/,ce.0693566B@ac-lyon.fr,true,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,19692450000016,380,"{""2019-2020"": 359, ""2020-2021"": 320, ""2021-2022"": 324, ""2022-2023"": 360, ""2023-2024"": 396, ""2024-2025"": 380}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9097,Numéro de rue,1993-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690016T,,,,,2025-10-07,5301,POINT (4.312657072592858 46.02471434450935)
