FID,uai,nom,nature,code_nature,statut_public_prive,type_contrat_prive,code_type_contrat_prive,adresse,insee,code_postal,commune,telephone,fax,web,mail,restauration,hebergement,ulis,segpa,section_sport,section_internationale,appartenance_education_prioritaire,greta,siren_siret,nombre_d_eleves,effectifs_par_uai,fiche_onisep,precision_localisation,date_ouverture,etat,ministere_tutelle,multi_uai,pial,zone_animation_pedagogique,code_zone_animation_pedagogique,circonscription,ips_par_uai,datemaj,gid,the_geom
edu_education.college.5238,0692898A,Collège René Cassin,COLLEGE,340,Public,SANS OBJET,99,7 chemin des Romanettes ,69273,69960,Corbas,+33472503545,+33472210909,http://college-rene-cassin.etab.ac-lyon.fr/spip/,0692898a@ac-lyon.fr,true,false,true,false,false,false,,false,19692898000016,494,"{""2019-2020"": 499, ""2020-2021"": 505, ""2021-2022"": 511, ""2022-2023"": 498, ""2023-2024"": 517, ""2024-2025"": 494}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11561,Rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692898A,,,Circonscription d'inspection du 1er degré d'Irigny - Mions,"{""2016-2017"": 107.3, ""2017-2018"": 109.7, ""2018-2019"": 109.8, ""2019-2020"": 110.8, ""2020-2021"": 107.8, ""2021-2022"": 109, ""2022-2023"": 108.4, ""2023-2024"": 107.3, ""2024-2025"": 109}",2025-10-07,5238,POINT (4.900250754176464 45.656318996139795)
edu_education.college.5239,0692920Z,Collège Aux Lazaristes - La Salle,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,3 place Saint-Jean ,69385,69005,Lyon 5e Arrondissement,+33478424013,,https://www.auxlazaristeslasalle.fr/nos-colleges/college-saint-jean-et-st-barthelemy/,secretariat.college@auxlazaristeslasalle.fr,true,true,false,false,false,false,,false,77988328900018,638,"{""2019-2020"": 649, ""2020-2021"": 636, ""2021-2022"": 627, ""2022-2023"": 636, ""2023-2024"": 632, ""2024-2025"": 638}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.835,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,"{""2016-2017"": 145.1, ""2017-2018"": 144.7, ""2018-2019"": 145.1, ""2019-2020"": 146.6, ""2020-2021"": 146.3, ""2021-2022"": 146.3, ""2022-2023"": 142.8, ""2023-2024"": 152, ""2024-2025"": 154.1}",2025-10-07,5239,POINT (4.8263706273566465 45.76066325546817)
edu_education.college.5240,0692921A,Collège Sainte-Marie,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,4 montée de Saint-Barthélemy ,69385,69005,Lyon 5e Arrondissement,+33478283834,+33472070258,https://www.sainte-marie-lyon.fr/lyon/college-de-lyon-la-solitude/,secretariat-solitude@sainte-marie-lyon.fr,true,false,true,false,false,false,,false,77988331300016,1804,"{""2019-2020"": 1868, ""2020-2021"": 1918, ""2021-2022"": 1893, ""2022-2023"": 1835, ""2023-2024"": 1808, ""2024-2025"": 1804}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6072,Numéro de rue,1901-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0692937T,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 133.6, ""2017-2018"": 134.3, ""2018-2019"": 133.8, ""2019-2020"": 135.2, ""2020-2021"": 132.5, ""2021-2022"": 132.1, ""2022-2023"": 136.1, ""2023-2024"": 141.7, ""2024-2025"": 141.7}",2025-10-07,5240,POINT (4.8266696521466566 45.76558270226975)
edu_education.college.5241,0692922B,Collège Lestonnac,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,2 boulevard des Tchécoslovaques ,69387,69007,Lyon 7e Arrondissement,+33472830620,,http://www.chevreullestonnac.fr/,secretariat.college7@chevreullestonnac.fr,true,false,false,false,false,false,,false,77990309500031,496,"{""2019-2020"": 491, ""2020-2021"": 496, ""2021-2022"": 490, ""2022-2023"": 492, ""2023-2024"": 496, ""2024-2025"": 496}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19103,Numéro de rue,1929-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,"{""2016-2017"": 120.4, ""2017-2018"": 122.3, ""2018-2019"": 124.7, ""2019-2020"": 125.1, ""2020-2021"": 127, ""2021-2022"": 127, ""2022-2023"": 131.5, ""2023-2024"": 139.3, ""2024-2025"": 139.5}",2025-10-07,5241,POINT (4.859176410749825 45.74883832927284)
edu_education.college.5242,0692923C,Collège Assomption Bellevue,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,39 quai Jean Jacques Rousseau ,69142,69350,La Mulatière,+33472663080,+33472663090,https://www.assomption-lyon.org/,contact@assomption-bellevue.org,true,false,false,false,false,true,,false,77971136500030,461,"{""2019-2020"": 471, ""2020-2021"": 470, ""2021-2022"": 455, ""2022-2023"": 465, ""2023-2024"": 463, ""2024-2025"": 461}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9599,Numéro de rue,1919-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,"{""2016-2017"": 120.8, ""2017-2018"": 122.6, ""2018-2019"": 124.9, ""2019-2020"": 125, ""2020-2021"": 126, ""2021-2022"": 127.1, ""2022-2023"": 126.9, ""2023-2024"": 133.7, ""2024-2025"": 134.9}",2025-10-07,5242,POINT (4.812793124530459 45.73332460098048)
edu_education.college.5384,0692924D,Collège Saint-Thomas d'Aquin,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,56 rue du Perron ,69149,69600,Oullins-Pierre-Bénite,+33472663366,+33478503618,https://www.saint-thom.fr/oullins/le-site#content,contact.oullins@saint-thom.fr,true,false,false,false,true,false,,false,77564393500031,1328,"{""2019-2020"": 1355, ""2020-2021"": 1342, ""2021-2022"": 1379, ""2022-2023"": 1374, ""2023-2024"": 1363, ""2024-2025"": 1328}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8627,Numéro de rue,1935-10-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0690541N,,,,"{""2016-2017"": 130, ""2017-2018"": 130.3, ""2018-2019"": 130.6, ""2019-2020"": 132.7, ""2020-2021"": 132.1, ""2021-2022"": 132.3, ""2022-2023"": 131, ""2023-2024"": 135.6, ""2024-2025"": 137.1}",2025-10-07,5384,POINT (4.809567410466668 45.71061425265925)
edu_education.college.5385,0692924D,Collège Saint-Thomas d'Aquin,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,56 rue du Perron ,69149,69600,Oullins-Pierre-Bénite,+33472663366,+33478503618,https://www.saint-thom.fr/oullins/le-site#content,contact.oullins@saint-thom.fr,true,false,false,false,true,false,,false,77564393500031,1328,"{""2019-2020"": 1355, ""2020-2021"": 1342, ""2021-2022"": 1379, ""2022-2023"": 1374, ""2023-2024"": 1363, ""2024-2025"": 1328}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8627,Numéro de rue,1935-10-21,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,true,0690541N,,,,"{""2016-2017"": 130, ""2017-2018"": 130.3, ""2018-2019"": 130.6, ""2019-2020"": 132.7, ""2020-2021"": 132.1, ""2021-2022"": 132.3, ""2022-2023"": 131, ""2023-2024"": 135.6, ""2024-2025"": 137.1}",2025-10-07,5385,POINT (4.809567410466668 45.71061425265925)
edu_education.college.5245,0692925E,Collège Champagnat,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,250 rue Chanoine Pavailler ,69238,69590,Saint-Symphorien-sur-Coise,+33478484307,+33478443388,http://www.champagnat-stsymphorien.eu/index.php,accueil@champagnat-stsymphorien.eu,true,false,true,false,true,false,,false,77974255000014,431,"{""2019-2020"": 437, ""2020-2021"": 424, ""2021-2022"": 447, ""2022-2023"": 425, ""2023-2024"": 425, ""2024-2025"": 431}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2137,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690615U,,,Circonscription d'inspection du 1er degré de Lyon - ASH 2,"{""2016-2017"": 115.1, ""2017-2018"": 116, ""2018-2019"": 110.8, ""2019-2020"": 111.6, ""2020-2021"": 110.6, ""2021-2022"": 113.8, ""2022-2023"": 112.8, ""2023-2024"": 118.5, ""2024-2025"": 117.9}",2025-10-07,5245,POINT (4.452242578557498 45.62909091824532)
edu_education.college.5246,0692928H,Collège les Chartreux - Croix Rousse,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,58 rue Pierre Dupont ,69381,69001,Lyon 1er Arrondissement,+33472007550,+33472070210,https://www.leschartreux.com/nos-colleges/chartreux-croix-rousse,infocontact@leschartreux.net,true,true,false,false,false,false,,false,77982511600030,759,"{""2019-2020"": 756, ""2020-2021"": 759, ""2021-2022"": 750, ""2022-2023"": 750, ""2023-2024"": 765, ""2024-2025"": 759}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1537,Numéro de rue,1925-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,"{""2016-2017"": 149.1, ""2017-2018"": 149.3, ""2018-2019"": 145.8, ""2019-2020"": 148.4, ""2020-2021"": 147.6, ""2021-2022"": 147.6, ""2022-2023"": 144.1, ""2023-2024"": 152.3, ""2024-2025"": 153.2}",2025-10-07,5246,POINT (4.822450416572123 45.77180923070537)
edu_education.college.5247,0692929J,Collège Saint-Louis - Saint-Bruno,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,1 cours Général Giraud ,69381,69001,Lyon 1er Arrondissement,+33478283953,+33478294547,https://www.slsb.fr/college/,college@slsb.fr,true,true,false,false,true,false,,false,77982512400018,860,"{""2019-2020"": 883, ""2020-2021"": 866, ""2021-2022"": 862, ""2022-2023"": 857, ""2023-2024"": 837, ""2024-2025"": 860}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13266,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,"{""2016-2017"": 118.3, ""2017-2018"": 122.4, ""2018-2019"": 124.8, ""2019-2020"": 126.4, ""2020-2021"": 126.9, ""2021-2022"": 125.7, ""2022-2023"": 128.9, ""2023-2024"": 136.3, ""2024-2025"": 136.1}",2025-10-07,5247,POINT (4.816899820725747 45.77104847348305)
edu_education.college.5248,0692931L,Collège Saint-Marc,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,11 rue Soeur Bouvier ,69385,69005,Lyon 5e Arrondissement,+33478250654,+33472578738,https://www.collegesaintmarc.org/,college.stmarc@centresaintmarc.fr,true,false,false,false,false,false,,false,77564732400083,473,"{""2019-2020"": 459, ""2020-2021"": 472, ""2021-2022"": 481, ""2022-2023"": 478, ""2023-2024"": 462, ""2024-2025"": 473}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11595,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,"{""2016-2017"": 124.2, ""2017-2018"": 124.5, ""2018-2019"": 127.9, ""2019-2020"": 128.5, ""2020-2021"": 125.9, ""2021-2022"": 129.6, ""2022-2023"": 133.4, ""2023-2024"": 138.9, ""2024-2025"": 139.6}",2025-10-07,5248,POINT (4.811952578702568 45.7526136243321)
edu_education.college.5249,0692932M,Collège Chevreul,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,21 rue Sala ,69382,69002,Lyon 2e Arrondissement,+33478382000,,http://www.chevreullestonnac.fr/,secretariat.direction2@chevreullestonnac.fr,true,false,true,false,false,false,,false,77984511400031,679,"{""2019-2020"": 716, ""2020-2021"": 713, ""2021-2022"": 705, ""2022-2023"": 697, ""2023-2024"": 679, ""2024-2025"": 679}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19101,Numéro de rue,1915-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692922B,,,,"{""2016-2017"": 134.6, ""2017-2018"": 134.5, ""2018-2019"": 129.7, ""2019-2020"": 129.6, ""2020-2021"": 131.3, ""2021-2022"": 130.9, ""2022-2023"": 138.3, ""2023-2024"": 149.1, ""2024-2025"": 149.1}",2025-10-07,5249,POINT (4.828979376265525 45.756045274818966)
edu_education.college.5250,0692933N,Collège Charles de Foucauld,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,9 rue de l'Est ,69383,69003,Lyon 3e Arrondissement,+33472686810,+33472686819,http://www.ecole-foucauld.fr/,college@foucauld.com,true,false,true,false,false,false,,false,77986874400011,1192,"{""2019-2020"": 1223, ""2020-2021"": 1227, ""2021-2022"": 1229, ""2022-2023"": 1217, ""2023-2024"": 1202, ""2024-2025"": 1192}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5799,Numéro de rue,1978-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,"{""2016-2017"": 129.8, ""2017-2018"": 130.6, ""2018-2019"": 130.8, ""2019-2020"": 130.7, ""2020-2021"": 131.3, ""2021-2022"": 129.5, ""2022-2023"": 133, ""2023-2024"": 137.8, ""2024-2025"": 139}",2025-10-07,5250,POINT (4.878259063792171 45.752392592837225)
edu_education.college.5251,0692934P,Collège les Chartreux - Saint-Charles,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,22 rue André Bonin ,69384,69004,Lyon 4e Arrondissement,+33478298709,+33478277525,https://www.leschartreux.com/nos-colleges/chartreux-saint-charles,infocontact@leschartreux.net,true,false,true,false,false,false,,false,77982511600014,358,"{""2019-2020"": 272, ""2020-2021"": 297, ""2021-2022"": 323, ""2022-2023"": 347, ""2023-2024"": 354, ""2024-2025"": 358}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5441,Numéro de rue,1942-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692928H,,,,"{""2016-2017"": 138.5, ""2017-2018"": 141.6, ""2018-2019"": 143.1, ""2019-2020"": 141.6, ""2020-2021"": 141.7, ""2021-2022"": 141.6, ""2022-2023"": 140.2, ""2023-2024"": 149.3, ""2024-2025"": 149.7}",2025-10-07,5251,POINT (4.812338098206295 45.77602360222556)
edu_education.college.5252,0692936S,Collège Notre-Dame des Minimes,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,65 rue des Aqueducs ,69385,69005,Lyon 5e Arrondissement,+33437411313,+33437411300,https://www.lesminimes-lyon.org/college/presentation/,institution.nd@lesminimes-lyon.org,true,false,false,false,true,false,,false,77988337000016,643,"{""2019-2020"": 608, ""2020-2021"": 623, ""2021-2022"": 629, ""2022-2023"": 662, ""2023-2024"": 652, ""2024-2025"": 643}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4278,Numéro de rue,1986-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,"{""2016-2017"": 120.2, ""2017-2018"": 120.8, ""2018-2019"": 122.1, ""2019-2020"": 122.8, ""2020-2021"": 126.1, ""2021-2022"": 127.4, ""2022-2023"": 129.5, ""2023-2024"": 135.3, ""2024-2025"": 137.3}",2025-10-07,5252,POINT (4.789340438644234 45.759516586849564)
edu_education.college.5253,0692937T,Collège du Centre scolaire La Favorite-Sainte-Thérèse,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,20 avenue du Point du Jour ,69385,69005,Lyon 5e Arrondissement,+33472388400,+33472388403,https://www.la-favorite.org/college/,contact@la-favorite.org,true,false,false,false,false,false,,false,77988334700030,722,"{""2019-2020"": 712, ""2020-2021"": 723, ""2021-2022"": 731, ""2022-2023"": 725, ""2023-2024"": 720, ""2024-2025"": 722}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11931,Numéro de rue,1941-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692937T,,,,"{""2016-2017"": 135.5, ""2017-2018"": 136.9, ""2018-2019"": 138.2, ""2019-2020"": 135.1, ""2020-2021"": 135.8, ""2021-2022"": 135.2, ""2022-2023"": 135.1, ""2023-2024"": 143.3, ""2024-2025"": 142.8}",2025-10-07,5253,POINT (4.8059432426854585 45.75645342316099)
edu_education.college.5254,0692938U,Collège Déborde,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,72 rue Ney ,69386,69006,Lyon 6e Arrondissement,+33478244900,+33472744919,https://www.deborde.org/college/,centre-scolaire@deborde.org,true,false,false,false,false,false,,false,77990307900035,234,"{""2019-2020"": 227, ""2020-2021"": 230, ""2021-2022"": 222, ""2022-2023"": 210, ""2023-2024"": 221, ""2024-2025"": 234}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14536,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,"{""2016-2017"": 105.6, ""2017-2018"": 109, ""2018-2019"": 116.4, ""2019-2020"": 119.5, ""2020-2021"": 122, ""2021-2022"": 123.8, ""2022-2023"": 127.8, ""2023-2024"": 131.6, ""2024-2025"": 133.8}",2025-10-07,5254,POINT (4.85566649806389 45.76665507511264)
edu_education.college.5255,0692940W,Collège Pierre Termier - Site Montplaisir,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,23 rue des Alouettes ,69388,69008,Lyon 8e Arrondissement,+33478741770,+33478013777,http://www.etablissement-pierretermier.com,accueil@pierre-termier.fr,true,false,false,false,false,false,,false,31027097000026,859,"{""2019-2020"": 852, ""2020-2021"": 863, ""2021-2022"": 860, ""2022-2023"": 848, ""2023-2024"": 855, ""2024-2025"": 859}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8366,Numéro de rue,1970-10-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692933N,,,,"{""2016-2017"": 120.1, ""2017-2018"": 123.9, ""2018-2019"": 125.2, ""2019-2020"": 124.7, ""2020-2021"": 125.4, ""2021-2022"": 122.5, ""2022-2023"": 133.4, ""2023-2024"": 143.2, ""2024-2025"": 142.8}",2025-10-07,5255,POINT (4.87301812515899 45.74148801337144)
edu_education.college.5256,0692941X,Collège Notre-Dame de Bellegarde,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,22 avenue Gambetta ,69143,69250,Neuville-sur-Saône,+33478913269,+33478912245,https://ndbellegarde.fr/scolarite-college/,contact@ndbellegarde.fr,true,false,false,false,false,false,,false,77971246200042,1105,"{""2019-2020"": 1113, ""2020-2021"": 1081, ""2021-2022"": 1090, ""2022-2023"": 1093, ""2023-2024"": 1107, ""2024-2025"": 1105}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16394,Numéro de rue,1957-09-10,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692941X,,,,"{""2016-2017"": 141, ""2017-2018"": 142.2, ""2018-2019"": 144.3, ""2019-2020"": 145, ""2020-2021"": 145.3, ""2021-2022"": 144.8, ""2022-2023"": 143.3, ""2023-2024"": 151.4, ""2024-2025"": 152.3}",2025-10-07,5256,POINT (4.841877076437331 45.87049721363621)
edu_education.college.5257,0692942Y,Collège les Chassagnes,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,13 chemin des Chassagnes ,69149,69600,Oullins-Pierre-Bénite,+33478502991,+33472392707,https://www.leschassagnes.com/,administration@leschassagnes.fr,true,true,false,false,true,false,,false,77971702400029,234,"{""2019-2020"": 214, ""2020-2021"": 220, ""2021-2022"": 219, ""2022-2023"": 214, ""2023-2024"": 212, ""2024-2025"": 234}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6838,Numéro de rue,1917-09-13,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690541N,,,,"{""2016-2017"": 96.7, ""2017-2018"": 101.5, ""2018-2019"": 103.1, ""2019-2020"": 106.8, ""2020-2021"": 109.9, ""2021-2022"": 107.9, ""2022-2023"": 118.2, ""2023-2024"": 119.4, ""2024-2025"": 119.3}",2025-10-07,5257,POINT (4.809773718120045 45.72273466788777)
edu_education.college.5258,0692943Z,Collège Saint-Joseph,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,7 rue Lieutenant Audras ,69244,69160,Tassin-la-Demi-Lune,+33478340751,+33478343138,https://www.stjosephtassin.org/,secretariat@stjosephtassin.org,true,false,true,false,false,false,,false,77974764100016,841,"{""2019-2020"": 843, ""2020-2021"": 844, ""2021-2022"": 848, ""2022-2023"": 838, ""2023-2024"": 843, ""2024-2025"": 841}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13646,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692943Z,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 147, ""2017-2018"": 146.8, ""2018-2019"": 148.5, ""2019-2020"": 147, ""2020-2021"": 147.7, ""2021-2022"": 147.1, ""2022-2023"": 142.6, ""2023-2024"": 150.9, ""2024-2025"": 151.3}",2025-10-07,5258,POINT (4.757983594801419 45.760208734973375)
edu_education.college.5259,0692944A,Collège Notre-Dame de Mongré,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,276 avenue Saint-Exupéry ,69264,69652,Villefranche-sur-Saône,+33474652413,+33474039343,https://www.mongre.org/,assomption@mongre.org,true,false,true,false,false,false,,false,77976541100037,1119,"{""2019-2020"": 1128, ""2020-2021"": 1139, ""2021-2022"": 1127, ""2022-2023"": 1127, ""2023-2024"": 1125, ""2024-2025"": 1119}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1524,Numéro de rue,1952-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692944A,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,"{""2016-2017"": 120.9, ""2017-2018"": 122.5, ""2018-2019"": 122.9, ""2019-2020"": 122.9, ""2020-2021"": 123.5, ""2021-2022"": 123.8, ""2022-2023"": 127.9, ""2023-2024"": 134.2, ""2024-2025"": 135.1}",2025-10-07,5259,POINT (4.711890398645356 45.99101409091182)
edu_education.college.5260,0692945B,Collège Immaculée Conception,COLLEGE,340,Privé,CONTRAT D'ASSOCIATION TOUTES CLASSES,30,74 place Grandclément BP 41023 ,69266,69613,Villeurbanne,+33472131280,+33472131277,https://college-immac.immaculee.net/,immaculee.conception@immaculee.net,true,false,false,false,false,false,,false,33400920600031,797,"{""2019-2020"": 807, ""2020-2021"": 805, ""2021-2022"": 811, ""2022-2023"": 804, ""2023-2024"": 800, ""2024-2025"": 797}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4934,Numéro de rue,1980-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0690626F,,,,"{""2016-2017"": 112.2, ""2017-2018"": 111.6, ""2018-2019"": 112.8, ""2019-2020"": 113.7, ""2020-2021"": 118.7, ""2021-2022"": 119.2, ""2022-2023"": 124, ""2023-2024"": 129.5, ""2024-2025"": 130}",2025-10-07,5260,POINT (4.889951528427869 45.759213160577325)
edu_education.college.5264,0693046L,Collège la Perrière,COLLEGE,340,Public,SANS OBJET,99,Chemin de la Maillarde ,69176,69510,Soucieu-en-Jarrest,+33472318070,+33472318071,https://laperriere-soucieuenjarrest.ent.auvergnerhonealpes.fr/,ce.0693046L@ac-lyon.fr,true,false,true,false,false,false,,false,19693046500014,605,"{""2019-2020"": 623, ""2020-2021"": 591, ""2021-2022"": 608, ""2022-2023"": 623, ""2023-2024"": 603, ""2024-2025"": 605}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9160,Rue,1982-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0693046L,,,Circonscription d'inspection du 1er degré de Mornant Sud,"{""2016-2017"": 127.7, ""2017-2018"": 126.9, ""2018-2019"": 127.5, ""2019-2020"": 127.4, ""2020-2021"": 125, ""2021-2022"": 127.7, ""2022-2023"": 125.8, ""2023-2024"": 126, ""2024-2025"": 127.2}",2025-10-07,5264,POINT (4.695297531563371 45.67613562395933)
edu_education.college.5265,0693047M,Section d'enseignement général et professionnel adapté du Collège Jean Moulin,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,229 rue du Collège 69400 VILLEFRANCHE SUR SAONE,69264,69400,Villefranche-sur-Saône,+33474653736,,,ce.0693047M@ac-lyon.fr,true,false,false,false,,,,false,19690099700012,,,,Numéro de rue,1982-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH C,,2025-10-07,5265,POINT (4.714890389447981 45.98378288646118)
edu_education.college.5266,0693092L,Collège Hector Berlioz,COLLEGE,340,Public,SANS OBJET,99,54 route de Ternay ,69272,69360,Communay,+33472247333,+33472247872,https://hectorberlioz-communay.ent.auvergnerhonealpes.fr/,ce.0693092L@ac-lyon.fr,true,false,true,false,false,false,,true,19693092900019,609,"{""2019-2020"": 598, ""2020-2021"": 608, ""2021-2022"": 604, ""2022-2023"": 622, ""2023-2024"": 618, ""2024-2025"": 609}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6688,Numéro de rue,1983-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0691496B,,,Circonscription d'inspection du 1er degré de Saint Pierre de Chandieu,"{""2016-2017"": 121.6, ""2017-2018"": 121.4, ""2018-2019"": 121.1, ""2019-2020"": 119.2, ""2020-2021"": 118.9, ""2021-2022"": 119.5, ""2022-2023"": 117.1, ""2023-2024"": 118.7, ""2024-2025"": 117.7}",2025-10-07,5266,POINT (4.822664639596856 45.60457014299716)
edu_education.college.5267,0693093M,Collège du cinéma - Bertrand Tavernier (ex collège du Tonkin),COLLEGE,340,Public,SANS OBJET,99,2 allée du Lys Orange ,69266,69100,Villeurbanne,+33472697799,+33472697790,,ce.0693093M@ac-lyon.fr,true,false,true,false,true,false,,false,19693093700012,457,"{""2019-2020"": 450, ""2020-2021"": 447, ""2021-2022"": 420, ""2022-2023"": 428, ""2023-2024"": 428, ""2024-2025"": 457}",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.826,Numéro de rue,1983-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,0692155T,,,Circonscription d'inspection du 1er degré de Lyon 6ème - Villeurbanne,"{""2016-2017"": 94.5, ""2017-2018"": 91.9, ""2018-2019"": 89.6, ""2019-2020"": 91.2, ""2020-2021"": 92.7, ""2021-2022"": 93.7, ""2022-2023"": 92.4, ""2023-2024"": 94.6, ""2024-2025"": 98}",2025-10-07,5267,POINT (4.863710113971355 45.77637926438256)
edu_education.college.5270,0693128A,Section d'enseignement général et professionnel adapté du Collège Louis Jouvet,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,390,Public,SANS OBJET,99,23 rue DOCTEUR DOLARD BP 3038 69605 VILLEURBANNE CEDEX,69266,69605,Villeurbanne,+33478847546,,,ce.0693128A@ac-lyon.fr,true,false,false,false,,,,false,19691675300011,,,,Numéro de rue,1983-09-01,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,false,,,,Circonscription d'inspection du 1er degré de Lyon - ASH B,,2025-10-07,5270,POINT (4.87253436472823 45.76108176835967)
